randomForest 4.6-10
Type rfNews() to see new features/changes/bug fixes.
[1] "1 fold : 2 Trees : 0.347750 Error"
[1] "1 fold : 3 Trees : 0.240000 Error"
[1] "1 fold : 4 Trees : 0.231000 Error"
[1] "1 fold : 5 Trees : 0.183500 Error"
[1] "1 fold : 6 Trees : 0.173750 Error"
[1] "1 fold : 7 Trees : 0.153750 Error"
[1] "1 fold : 8 Trees : 0.143750 Error"
[1] "1 fold : 9 Trees : 0.140750 Error"
[1] "1 fold : 10 Trees : 0.124750 Error"
[1] "1 fold : 11 Trees : 0.114500 Error"
[1] "1 fold : 12 Trees : 0.115000 Error"
[1] "1 fold : 13 Trees : 0.100500 Error"
[1] "1 fold : 14 Trees : 0.097000 Error"
[1] "1 fold : 15 Trees : 0.095000 Error"
[1] "1 fold : 16 Trees : 0.091500 Error"
[1] "1 fold : 17 Trees : 0.092750 Error"
[1] "1 fold : 18 Trees : 0.099000 Error"
[1] "1 fold : 19 Trees : 0.099750 Error"
[1] "1 fold : 20 Trees : 0.091000 Error"
[1] "1 fold : 25 Trees : 0.081250 Error"
[1] "1 fold : 125 Trees : 0.053250 Error"
[1] "1 fold : 225 Trees : 0.049750 Error"
[1] "1 fold : 325 Trees : 0.051250 Error"
[1] "1 fold : 425 Trees : 0.050500 Error"
[1] "1 fold : 525 Trees : 0.048250 Error"
[1] "2 fold : 2 Trees : 0.432000 Error"
[1] "2 fold : 3 Trees : 0.277000 Error"
[1] "2 fold : 4 Trees : 0.233000 Error"
[1] "2 fold : 5 Trees : 0.180000 Error"
[1] "2 fold : 6 Trees : 0.157250 Error"
[1] "2 fold : 7 Trees : 0.140000 Error"
[1] "2 fold : 8 Trees : 0.139000 Error"
[1] "2 fold : 9 Trees : 0.127750 Error"
[1] "2 fold : 10 Trees : 0.113500 Error"
[1] "2 fold : 11 Trees : 0.107750 Error"
[1] "2 fold : 12 Trees : 0.106500 Error"
[1] "2 fold : 13 Trees : 0.117750 Error"
[1] "2 fold : 14 Trees : 0.095750 Error"
[1] "2 fold : 15 Trees : 0.101750 Error"
[1] "2 fold : 16 Trees : 0.096500 Error"
[1] "2 fold : 17 Trees : 0.085750 Error"
[1] "2 fold : 18 Trees : 0.083000 Error"
[1] "2 fold : 19 Trees : 0.087250 Error"
[1] "2 fold : 20 Trees : 0.083500 Error"
[1] "2 fold : 25 Trees : 0.071500 Error"
[1] "2 fold : 125 Trees : 0.051750 Error"
[1] "2 fold : 225 Trees : 0.042250 Error"
[1] "2 fold : 325 Trees : 0.044750 Error"
[1] "2 fold : 425 Trees : 0.044000 Error"
[1] "2 fold : 525 Trees : 0.044000 Error"
[1] "3 fold : 2 Trees : 0.420750 Error"
[1] "3 fold : 3 Trees : 0.271750 Error"
[1] "3 fold : 4 Trees : 0.221750 Error"
[1] "3 fold : 5 Trees : 0.190500 Error"
[1] "3 fold : 6 Trees : 0.167500 Error"
[1] "3 fold : 7 Trees : 0.168250 Error"
[1] "3 fold : 8 Trees : 0.151250 Error"
[1] "3 fold : 9 Trees : 0.136500 Error"
[1] "3 fold : 10 Trees : 0.133750 Error"
[1] "3 fold : 11 Trees : 0.110750 Error"
[1] "3 fold : 12 Trees : 0.116750 Error"
[1] "3 fold : 13 Trees : 0.114250 Error"
[1] "3 fold : 14 Trees : 0.113000 Error"
[1] "3 fold : 15 Trees : 0.104250 Error"
[1] "3 fold : 16 Trees : 0.099750 Error"
[1] "3 fold : 17 Trees : 0.097500 Error"
[1] "3 fold : 18 Trees : 0.093500 Error"
[1] "3 fold : 19 Trees : 0.096000 Error"
[1] "3 fold : 20 Trees : 0.088500 Error"
[1] "3 fold : 25 Trees : 0.084250 Error"
[1] "3 fold : 125 Trees : 0.060000 Error"
[1] "3 fold : 225 Trees : 0.054250 Error"
[1] "3 fold : 325 Trees : 0.053250 Error"
[1] "3 fold : 425 Trees : 0.051500 Error"
[1] "3 fold : 525 Trees : 0.053000 Error"
[1] "4 fold : 2 Trees : 0.323500 Error"
[1] "4 fold : 3 Trees : 0.263250 Error"
[1] "4 fold : 4 Trees : 0.221500 Error"
[1] "4 fold : 5 Trees : 0.189750 Error"
[1] "4 fold : 6 Trees : 0.154250 Error"
[1] "4 fold : 7 Trees : 0.139500 Error"
[1] "4 fold : 8 Trees : 0.149250 Error"
[1] "4 fold : 9 Trees : 0.125750 Error"
[1] "4 fold : 10 Trees : 0.119000 Error"
[1] "4 fold : 11 Trees : 0.111000 Error"
[1] "4 fold : 12 Trees : 0.099500 Error"
[1] "4 fold : 13 Trees : 0.092000 Error"
[1] "4 fold : 14 Trees : 0.095000 Error"
[1] "4 fold : 15 Trees : 0.093500 Error"
[1] "4 fold : 16 Trees : 0.094000 Error"
[1] "4 fold : 17 Trees : 0.086000 Error"
[1] "4 fold : 18 Trees : 0.083500 Error"
[1] "4 fold : 19 Trees : 0.077250 Error"
[1] "4 fold : 20 Trees : 0.083750 Error"
[1] "4 fold : 25 Trees : 0.076500 Error"
[1] "4 fold : 125 Trees : 0.051000 Error"
[1] "4 fold : 225 Trees : 0.045500 Error"
[1] "4 fold : 325 Trees : 0.046250 Error"
[1] "4 fold : 425 Trees : 0.047000 Error"
[1] "4 fold : 525 Trees : 0.045250 Error"
[1] "5 fold : 2 Trees : 0.355250 Error"
[1] "5 fold : 3 Trees : 0.278250 Error"
[1] "5 fold : 4 Trees : 0.255250 Error"
[1] "5 fold : 5 Trees : 0.182500 Error"
[1] "5 fold : 6 Trees : 0.174750 Error"
[1] "5 fold : 7 Trees : 0.157250 Error"
[1] "5 fold : 8 Trees : 0.147750 Error"
[1] "5 fold : 9 Trees : 0.142250 Error"
[1] "5 fold : 10 Trees : 0.139750 Error"
[1] "5 fold : 11 Trees : 0.115250 Error"
[1] "5 fold : 12 Trees : 0.119250 Error"
[1] "5 fold : 13 Trees : 0.111500 Error"
[1] "5 fold : 14 Trees : 0.105500 Error"
[1] "5 fold : 15 Trees : 0.112250 Error"
[1] "5 fold : 16 Trees : 0.105000 Error"
[1] "5 fold : 17 Trees : 0.105500 Error"
[1] "5 fold : 18 Trees : 0.087000 Error"
[1] "5 fold : 19 Trees : 0.090500 Error"
[1] "5 fold : 20 Trees : 0.091250 Error"
[1] "5 fold : 25 Trees : 0.084000 Error"
[1] "5 fold : 125 Trees : 0.059000 Error"
[1] "5 fold : 225 Trees : 0.059750 Error"
[1] "5 fold : 325 Trees : 0.056000 Error"
[1] "5 fold : 425 Trees : 0.057250 Error"
[1] "5 fold : 525 Trees : 0.056500 Error"
[Finished in 439.7s]
