randomForest 4.6-10
[1] "4 fold : 2 Trees :   0.212750 Error"
[1] "4 fold : 3 Trees :   0.153000 Error"
[1] "4 fold : 4 Trees :   0.118750 Error"
[1] "4 fold : 5 Trees :   0.107500 Error"
[1] "4 fold : 6 Trees :   0.094000 Error"
[1] "4 fold : 7 Trees :   0.089500 Error"
[1] "4 fold : 8 Trees :   0.086000 Error"
[1] "4 fold : 9 Trees :   0.073250 Error"
[1] "4 fold : 10 Trees :  0.070250 Error"
[1] "4 fold : 11 Trees :  0.065750 Error"
[1] "4 fold : 12 Trees :  0.062000 Error"
[1] "4 fold : 13 Trees :  0.057000 Error"
[1] "4 fold : 14 Trees :  0.063500 Error"
[1] "4 fold : 15 Trees :  0.050750 Error"
[1] "4 fold : 16 Trees :  0.054750 Error"
[1] "4 fold : 17 Trees :  0.050500 Error"
[1] "4 fold : 18 Trees :  0.052500 Error"
[1] "4 fold : 19 Trees :  0.047000 Error"
[1] "4 fold : 20 Trees :  0.053000 Error"
[1] "4 fold : 25 Trees :  0.044750 Error"
[1] "4 fold : 125 Trees : 0.033000 Error"
[1] "4 fold : 225 Trees : 0.030250 Error"
[1] "4 fold : 325 Trees : 0.030250 Error"
[1] "4 fold : 425 Trees : 0.028250 Error"
[1] "4 fold : 525 Trees : 0.029500 Error"
[1] "5 fold : 2 Trees :   0.237000 Error"
[1] "5 fold : 3 Trees :   0.167500 Error"
[1] "5 fold : 4 Trees :   0.131250 Error"
[1] "5 fold : 5 Trees :   0.122000 Error"
[1] "5 fold : 6 Trees :   0.096750 Error"
[1] "5 fold : 7 Trees :   0.094500 Error"
[1] "5 fold : 8 Trees :   0.083000 Error"
[1] "5 fold : 9 Trees :   0.074500 Error"
[1] "5 fold : 10 Trees :  0.079750 Error"
[1] "5 fold : 11 Trees :  0.075250 Error"
[1] "5 fold : 12 Trees :  0.072250 Error"
[1] "5 fold : 13 Trees :  0.066500 Error"
[1] "5 fold : 14 Trees :  0.066500 Error"
[1] "5 fold : 15 Trees :  0.063750 Error"
[1] "5 fold : 16 Trees :  0.063000 Error"
[1] "5 fold : 17 Trees :  0.060000 Error"
[1] "5 fold : 18 Trees :  0.055250 Error"
[1] "5 fold : 19 Trees :  0.060750 Error"
[1] "5 fold : 20 Trees :  0.056000 Error"
[1] "5 fold : 25 Trees :  0.049250 Error"
[1] "5 fold : 125 Trees : 0.036250 Error"
[1] "5 fold : 225 Trees : 0.036000 Error"
[1] "5 fold : 325 Trees : 0.035000 Error"
[1] "5 fold : 425 Trees : 0.036000 Error"
[1] "5 fold : 525 Trees : 0.034500 Error"
[Finished in 455.7s]
