randomForest 4.6-10
Type rfNews() to see new features/changes/bug fixes.
[1] "1 fold : 2 Trees :   0.239000 Error"
[1] "1 fold : 3 Trees :   0.158750 Error"
[1] "1 fold : 4 Trees :   0.131000 Error"
[1] "1 fold : 5 Trees :   0.116000 Error"
[1] "1 fold : 6 Trees :   0.106500 Error"
[1] "1 fold : 7 Trees :   0.090000 Error"
[1] "1 fold : 8 Trees :   0.080750 Error"
[1] "1 fold : 9 Trees :   0.080000 Error"
[1] "1 fold : 10 Trees :  0.070250 Error"
[1] "1 fold : 11 Trees :  0.074000 Error"
[1] "1 fold : 12 Trees :  0.064500 Error"
[1] "1 fold : 13 Trees :  0.057250 Error"
[1] "1 fold : 14 Trees :  0.058750 Error"
[1] "1 fold : 15 Trees :  0.063750 Error"
[1] "1 fold : 16 Trees :  0.063000 Error"
[1] "1 fold : 17 Trees :  0.059500 Error"
[1] "1 fold : 18 Trees :  0.061750 Error"
[1] "1 fold : 19 Trees :  0.053500 Error"
[1] "1 fold : 20 Trees :  0.052250 Error"
[1] "1 fold : 25 Trees :  0.048000 Error"
[1] "1 fold : 125 Trees : 0.041250 Error"
[1] "1 fold : 225 Trees : 0.036750 Error"
[1] "1 fold : 325 Trees : 0.035000 Error"
[1] "1 fold : 425 Trees : 0.036750 Error"
[1] "1 fold : 525 Trees : 0.035250 Error"
[1] "2 fold : 2 Trees :   0.221000 Error"
[1] "2 fold : 3 Trees :   0.155000 Error"
[1] "2 fold : 4 Trees :   0.122000 Error"
[1] "2 fold : 5 Trees :   0.103750 Error"
[1] "2 fold : 6 Trees :   0.095500 Error"
[1] "2 fold : 7 Trees :   0.093250 Error"
[1] "2 fold : 8 Trees :   0.077500 Error"
[1] "2 fold : 9 Trees :   0.075250 Error"
[1] "2 fold : 10 Trees :  0.069250 Error"
[1] "2 fold : 11 Trees :  0.071500 Error"
[1] "2 fold : 12 Trees :  0.062250 Error"
[1] "2 fold : 13 Trees :  0.064250 Error"
[1] "2 fold : 14 Trees :  0.062250 Error"
[1] "2 fold : 15 Trees :  0.057500 Error"
[1] "2 fold : 16 Trees :  0.059500 Error"
[1] "2 fold : 17 Trees :  0.055750 Error"
[1] "2 fold : 18 Trees :  0.049750 Error"
[1] "2 fold : 19 Trees :  0.054250 Error"
[1] "2 fold : 20 Trees :  0.050000 Error"
[1] "2 fold : 25 Trees :  0.046500 Error"
[1] "2 fold : 125 Trees : 0.034750 Error"
[1] "2 fold : 225 Trees : 0.034000 Error"
[1] "2 fold : 325 Trees : 0.032500 Error"
[1] "2 fold : 425 Trees : 0.031750 Error"
[1] "2 fold : 525 Trees : 0.032750 Error"
[1] "3 fold : 2 Trees :   0.239500 Error"
[1] "3 fold : 3 Trees :   0.165500 Error"
[1] "3 fold : 4 Trees :   0.138250 Error"
[1] "3 fold : 5 Trees :   0.118750 Error"
[1] "3 fold : 6 Trees :   0.103250 Error"
[1] "3 fold : 7 Trees :   0.096750 Error"
[1] "3 fold : 8 Trees :   0.086750 Error"
[1] "3 fold : 9 Trees :   0.081000 Error"
[1] "3 fold : 10 Trees :  0.076000 Error"
[1] "3 fold : 11 Trees :  0.078750 Error"
[1] "3 fold : 12 Trees :  0.070750 Error"
[1] "3 fold : 13 Trees :  0.067500 Error"
[1] "3 fold : 14 Trees :  0.065750 Error"
[1] "3 fold : 15 Trees :  0.064500 Error"
[1] "3 fold : 16 Trees :  0.064000 Error"
[1] "3 fold : 17 Trees :  0.058750 Error"
[1] "3 fold : 18 Trees :  0.056750 Error"
[1] "3 fold : 19 Trees :  0.059000 Error"
[1] "3 fold : 20 Trees :  0.056000 Error"
[1] "3 fold : 25 Trees :  0.051250 Error"
[1] "3 fold : 125 Trees : 0.042000 Error"
[1] "3 fold : 225 Trees : 0.037750 Error"
[1] "3 fold : 325 Trees : 0.039750 Error"
[1] "3 fold : 425 Trees : 0.038250 Error"
[1] "3 fold : 525 Trees : 0.038000 Error"
